2018-10-02T06:31:11.173Z;7651.25;1;Bid;
2018-10-02T06:31:11.409Z;7651.25;1;Bid;
2018-10-02T06:31:11.409Z;7651.25;1;Bid;
2018-10-02T06:31:15.325Z;7651.25;1;Offer;
2018-10-02T06:31:15.806Z;7651.25;1;Offer;
2018-10-02T06:31:16.008Z;7651.25;1;Offer;
2018-10-02T06:31:16.354Z;7651.25;1;Offer;
2018-10-02T06:31:16.670Z;7651.25;1;Offer;
2018-10-02T06:31:17.529Z;7650.75;1;Bid;
2018-10-02T06:31:17.785Z;7650.75;1;Bid;
2018-10-02T06:31:17.785Z;7650.75;1;Bid;
2018-10-02T06:31:17.785Z;7650.75;1;Bid;
2018-10-02T06:31:18.913Z;7650.75;1;Bid;
2018-10-02T06:31:19.169Z;7651;1;Offer;
2018-10-02T06:31:19.194Z;7651;1;Offer;
2018-10-02T06:31:19.761Z;7651;1;Offer;
2018-10-02T06:31:20.170Z;7650.75;1;Bid;
2018-10-02T06:31:20.170Z;7650.75;1;Bid;
2018-10-02T06:31:20.854Z;7651;1;Offer;
2018-10-02T06:31:21.359Z;7651;1;Offer;
2018-10-02T06:31:21.500Z;7650.75;1;Bid;
2018-10-02T06:31:22.068Z;7650.75;2;Offer;
2018-10-02T06:31:22.068Z;7650.75;2;Offer;
2018-10-02T06:31:22.068Z;7650.75;2;Offer;
2018-10-02T06:31:22.959Z;7650.5;1;Offer;
2018-10-02T06:31:22.984Z;7650.25;1;Bid;
2018-10-02T06:31:23.288Z;7650;1;;
2018-10-02T06:31:23.587Z;7650.5;1;Bid;
2018-10-02T06:31:23.720Z;7650.5;1;Offer;
2018-10-02T06:31:24.059Z;7650.25;1;Offer;
2018-10-02T06:31:24.059Z;7650.25;1;Offer;
2018-10-02T06:31:25.182Z;7650.25;1;;
2018-10-02T06:31:26.062Z;7650.25;1;Offer;
2018-10-02T06:31:26.273Z;7650;1;Bid;
2018-10-02T06:31:26.594Z;7650;1;Bid;
2018-10-02T06:31:26.594Z;7650;1;Bid;
2018-10-02T06:31:27.276Z;7650;1;Bid;
2018-10-02T06:31:28.287Z;7650.25;1;;
2018-10-02T06:31:28.287Z;7650.25;1;;
2018-10-02T06:31:28.287Z;7650.25;1;;
2018-10-02T06:31:29.864Z;7650.25;1;;
2018-10-02T06:31:31.027Z;7650.25;1;Bid;
2018-10-02T06:31:31.088Z;7650.25;1;;
2018-10-02T06:31:31.704Z;7650.25;1;;
2018-10-02T06:31:31.704Z;7650.25;1;;
2018-10-02T06:31:33.628Z;7650.25;1;;
2018-10-02T06:31:33.789Z;7650.25;1;Offer;
2018-10-02T06:31:34.076Z;7650.25;1;Offer;
2018-10-02T06:31:34.687Z;7650;1;Bid;
2018-10-02T06:31:34.881Z;7649.75;1;Offer;
2018-10-02T06:31:36.370Z;7649.75;1;Offer;
2018-10-02T06:31:37.108Z;7649.75;1;Offer;
2018-10-02T06:31:38.027Z;7649.75;1;Bid;
2018-10-02T06:31:38.650Z;7649.75;1;Offer;
2018-10-02T06:31:38.956Z;7649.75;2;;
2018-10-02T06:31:39.657Z;7649.75;2;Offer;
2018-10-02T06:31:39.815Z;7649.75;2;Offer;
